Parcel APN;NR_GH-Plants;NR_OD-Plants;Dist_to_grow_m;Km Priv. Road;Km Local Road;Mean elevation;PublicLand_YN;Prop_in_THP
20712208;0;0;0;0;0;207.9333333;0;0.008573389
20720118;0;0;0;0;0;207;0;0
20719113;0;0;0;0;0;206.5;0;0
20627169;0;0;0;0;0;204.4470588;0;0
20718207;0;0;0;0;0;202.8214286;0;0
20717103;0;0;0;0;0;201.5;0;0
20718115;0;0;0;0;0;199.6315789;1;0
20718102;0;0;0;0;0;198.84;1;0
20718108;0;0;0;0;0;198.3548387;1;0
20732121;0;0;0;0;0;198.3333333;0;0
20719114;0;0;0;0.438627387;0;198;0;0
20627165;0;0;0;0;0;197.7368421;0;0
20720114;0;0;0;0;0;196.3333333;0;0
20708505;180;53;50;0.527364945;0;194.8360656;0;0
20712211;0;0;0;0;0;194;0;5.29E-05
20719115;0;0;0;0;0;192.75;0;0
20732105;0;47;50;0;0;192;0;0
20712318;0;0;0;0;0;191.4;1;0
20719117;0;0;0;0;0;191.2222222;0;0
20712203;0;0;0;0;0;190.8076923;0;0.00650952
20727102;0;0;0;0;0;188.6;0;0
20732118;0;0;0;0;0;186;1;0
20732119;0;0;0;0;0;186;0;0
20713134;0;0;0;0;0;185.4545455;0;0
20717106;0;0;0;0;0;185.44;0;0
20712302;0;0;0;0.218556678;0;184.5;1;0
20712320;0;0;0;0;0.906140803;184.36;1;0
20712202;0;0;0;0;1.331790233;184.1025641;0;0
20712319;0;0;0;0;0;183.6;1;0
20732104;0;0;0;0;0;183.3333333;0;0
20719111;0;0;0;0.000677971;0;183.25;1;0
20719107;0;0;0;0;0;183.1;0;0
20733103;0;0;0;0;0;183;0;0
20733102;0;0;0;0;0;183;0;0
20733101;0;0;0;0.182427195;0.007283947;183;0;0
20711109;34;0;80;0;0;183;0;0
20711110;0;0;0;0;0;183;0;0
20732110;0;45;140;0;0.134243505;183;0;0
20715206;0;0;0;0;0;183;0;0
20713130;0;0;0;0;0;183;0;0
20713131;0;0;0;0;0;183;0;0
20713125;0;0;0;0;0;183;0;0
20714102;0;0;0;0;0;183;0;0
20714117;0;0;0;0;0.062245638;183;0;0
20714115;0;0;0;0;0.229823942;183;0;0
20714107;0;0;0;0;0.098542472;183;0;0
20714105;0;0;0;0;0.158900632;183;0;0
20713132;0;0;0;0;0;183;0;0
20713118;0;21;40;0;0.526882382;183;0;0
20714111;0;0;0;0;0;183;0;0
20714116;0;0;0;0;0.120378743;183;0;0
20714108;0;0;0;0.112021179;0;183;0;0
20713123;0;0;0;0;0;183;0;0
20733209;0;0;0;0;0;183;0;0
20733206;0;0;0;0;0.328002754;183;0;0
20733208;0;20;50;0;0;183;0;0
20733207;0;56;90;0;0.071453632;183;0;0
20733210;0;0;0;0;0;183;0;0
20733204;0;0;0;0;0.327599661;183;0;0
20733205;0;0;0;0;0.320878325;183;0;0
20733213;68;10;30;0;0;183;0;0
20733211;0;0;0;0;0;183;0;0
20733212;0;40;120;0;0;183;0;0
20733202;0;0;0;0;0.37499254;183;0;0
20711107;0;0;0;0.00421532;0;183;0;0
20711113;0;0;0;0;0;183;0;0
20733203;0;0;0;0;0.200192976;183;0;0
20733201;0;33;90;0.402752506;0;183;0;0
20711106;0;0;0;0;0;183;0;0
20712101;0;0;0;0.141497881;0;183;0;0
20712102;0;0;0;0;0;183;0;0
20712109;0;39;120;0.141031927;0;183;0;0
20712103;0;0;0;0.174534139;0;183;0;0
20712104;0;0;0;0.122051539;0;183;0;0
20713120;0;0;0;0;0;183;0;0
20713136;0;52;50;0;0.101364667;183;0;0
20713122;0;0;0;0;0.523716884;183;0;0
20712210;0;0;0;0;0;183;0;0
20732116;0;0;0;0;0;183;1;0
20715209;0;0;0;0;0;183;0;0
20715210;0;0;0;0;0;183;0;0
20715204;0;0;0;0;0;183;0;0
20715211;0;0;0;0;0;183;0;0
20715208;0;0;0;0;0;183;0;0
20715203;0;0;0;0;0;183;0;0
20715202;0;0;0;0;0;183;0;0
20715201;0;0;0;0;0;183;0;0
20715305;0;0;0;0;0;183;0;0
20715306;0;0;0;0;0;183;0;0
20715303;0;0;0;0;0;183;0;0
20715302;0;0;0;0;0;183;0;0
20715301;0;0;0;0;0;183;0;0
20715102;0;0;0;0;0;183;0;0
20715103;0;0;0;0;0.040310853;183;0;0
20715212;0;0;0;0;0;183;0;0
20724103;0;0;0;0;0;183;0;0
20715101;0;0;0;0;0;183;0;0
20724102;0;0;0;0;0;183;0;0
20724101;0;0;0;0;0;183;0;0
20724104;0;0;0;0;0;183;0;0
20712321;0;0;0;0;0.074156481;183;1;0
20716101;0;0;0;0;0;183;0;0
20716113;0;0;0;0;0;183;0;0
20716110;0;0;0;0;0;183;0;0
20732113;0;0;0;0;0;183;0;0
20716117;0;0;0;0;0;183;0;0
20716134;0;51;290;0;0;183;0;0
20716126;0;0;0;0;0;183;0;0
20716102;0;0;0;0;0;183;0;0
20716103;0;0;0;0;0;183;0;0
20716104;0;0;0;0;0;183;0;0
20716109;0;0;0;0;0;183;0;0
20716114;0;0;0;0;0;183;0;0
20716112;0;0;0;0;0;183;0;0
20716125;0;0;0;0;0;183;0;0
20716124;0;0;0;0;0;183;0;0
20716133;0;0;0;0;0;183;0;0
20716108;0;0;0;0;0;183;0;0
20716128;0;0;0;0;0;183;0;0
20716122;0;0;0;0;0;183;0;0
20716131;0;0;0;0;0;183;0;0
20716120;0;0;0;0;0;183;0;0
20716132;0;0;0;0;0;183;0;0
20717105;0;0;0;0;0;183;0;0
20717102;0;0;0;0;0;183;0;0
20717107;0;0;0;0;0;183;0;0
20732122;0;0;0;0;0.406098775;183;0;0
20732114;0;46;40;0;0.622089967;183;0;0
20719112;0;0;0;0.156110322;0;183;0;0
20719118;0;0;0;0;0;183;0;0
20719116;0;0;0;0;0;183;0;0
20719120;0;0;0;0;0;183;0;0
20713135;0;20;20;0;0.393377793;183;0;0
20727101;0;0;0;0;0;183;0;0
20726116;0;0;0;0;0;183;0;0
20726115;0;0;0;0;0;183;0;0
20726114;0;0;0;0;0;183;0;0
20726117;0;0;0;0;0;183;0;0
20726118;0;0;0;0.028556394;0.00544911;183;0;0
20727108;0;0;0;0.306457537;0.010822925;183;0;0
20727110;0;0;0;0;0;183;0;0
20726108;0;0;0;0;0;183;0;0
20726106;0;32;30;0;0;183;0;0
20726109;0;0;0;0;0;183;0;0
20726107;0;0;0;0;0;183;0;0
20726110;0;0;0;0;0;183;0;0
20726104;0;0;0;0;0;183;0;0
20726105;0;0;0;0;0;183;0;0
20726122;0;0;0;0;0;183;0;0
20726113;0;0;0;0;0.243381561;183;0;0
20726123;0;0;0;0.054365546;0;183;0;0
20726121;0;0;0;0.026706853;0;183;0;0
20726112;0;0;0;0.135458026;0;183;0;0
20726111;0;0;0;0;0;183;0;0
20727107;0;0;0;1.089643623;0.016065696;183;0;0
20716136;0;0;0;0.006011658;0;183;0;0
20712315;0;0;0;0.220427643;0.480190051;183;0;0
20729108;0;0;0;0;0;183;0;0
20727111;0;0;0;0;0.231489741;183;0;0
20727109;0;0;0;0;0;183;0;0
20727106;0;0;0;0;0.112401085;183;0;0
20727112;0;10;20;0;0;183;0;0
20727105;0;0;0;0;0;183;0;0
20727104;0;0;0;0;0;183;0;0
20727103;0;0;0;0;0;183;0;0
20729106;0;0;0;0;0;183;0;0
20729103;0;0;0;0;0;183;0;0
20730103;0;45;40;0;0.081178502;183;0;0
20729107;0;0;0;0;0;183;0;0
20729102;0;8;160;0;0;183;0;0
20729101;0;0;0;0;0;183;0;0
20729110;0;0;0;0;0;183;1;0
20730106;0;0;0;0;0.082765808;183;0;0
20729109;0;0;0;0;0.089708887;183;0;0
20728101;0;0;0;0;0;183;1;0
20728102;0;9;50;0;0;183;1;0
20728103;0;0;0;0;0;183;0;0
20728104;0;0;0;0;0;183;0;0
20730107;0;0;0;0;0;183;0;0
20730102;63;0;30;0;0;183;0;0
20730109;0;0;0;0;0;183;0;0
20730101;0;7;10;0;0;183;0;0
20729105;0;0;0;0;0;183;0;0
20729104;0;0;0;0;0;183;0;0
20730108;0;0;0;0;0;183;0;0
20730104;0;0;0;0;0.088140877;183;0;0
20730105;0;0;0;0;0.14352252;183;0;0
20710115;0;0;0;0;0;182.6666667;0;0
20710122;0;0;0;0;0;181.6666667;0;0
20710121;0;0;0;0.005879371;0;179.3333333;0;0
20710123;0;0;0;0;0;171;0;0
20710116;0;0;0;0;0;168;0;0
20710117;0;0;0;0;0;168;0;0
20708605;0;0;0;0;1.148847727;167.3962264;0;0
20710101;0;0;0;0.25409259;0.51578673;152.2830189;0;0
20926101;0;0;0;32.00708922;0;144.5247525;0;0.020749631
20710111;0;0;0;0;0;143.6666667;0;0
20710102;0;0;0;0;0;143;0;0
20709207;0;0;0;0;0;139.25;0;0
20627167;0;0;0;0;0;139;0;0
20627166;0;0;0;0;0;136.75;0;0
20709208;0;0;0;0;0;135.7857143;0;0
20710110;0;0;0;0;0;135.6666667;0;0
20627170;0;0;0;0;0;129.2894737;0;0
20709111;0;0;0;0;0;128.55;0;0
20709206;0;0;0;0;0;128;0;0
20709203;0;0;0;0;0;124.7272727;0;0
20709109;0;0;0;0.071322022;0;124.6666667;0;0
20709110;0;8;70;0;0;123.6;0;0
20710108;0;0;0;0;0;123;0;0
20710109;0;0;0;0;0;122.8;0;0
20709112;0;0;0;0;0;122;0;0
20709204;0;45;140;0;0;122;0;0
20709205;0;0;0;0;0;122;0;0
20709202;0;0;0;0;0;122;0;0
20709201;0;0;0;0;0;122;0;0
20709209;0;0;0;0;0;122;0;0
20709108;0;0;0;0;0;122;0;0
20709107;0;0;0;0;0;122;0;0
20709106;0;0;0;0;0;122;0;0
20709105;0;0;0;0;0;122;0;0
20709104;0;0;0;0;0;122;0;0
20709103;0;0;0;0;0;122;0;0
20709113;0;0;0;0;0;122;0;0
20709102;0;0;0;0;0;122;0;0
20709101;0;0;0;0;0;122;0;0
20710103;0;0;0;0;0;122;0;0
20710104;0;0;0;0;0;122;0;0
20710105;0;0;0;0;0;122;0;0
20710106;0;0;0;0;0;122;0;0
20710107;0;0;0;0;0;122;0;0
20627168;0;0;0;0;0;122;0;0
